file_name,program_name,start_time,end_time,transcription,start_time_ms,end_time_ms,avg_confidence
00167.wav,ثمانية لحظات غيّرت 2022.mp3,732.88,740.05,هابل لازم يكون بقدر الإمكان بارد، بارد لدرجة أن لازم تكون درجة حرارته بالكثير -266,732880,740050,0.99
00168.wav,ثمانية لحظات غيّرت 2022.mp3,741.55,748.27,درجة . وهذا الشي زاد من تكلفة المواد اللي استخدمتها ناسا لتطويره، وعقّد طريقة إطلاقه للفضاء والمسار اللي لازم,741550,748270,0.99
00169.wav,ثمانية لحظات غيّرت 2022.mp3,748.36,755.35,يسلكه. والتحدي أن بينما هابل يبعد عن الأرض 500 كيلو متر ، فلو فيه أي شيء خرب فيه، صيانته سهلة،,748360,755350,0.99
00170.wav,ثمانية لحظات غيّرت 2022.mp3,755.77,762.58,عكس جيمس ويب فهو يبعد مليون ونص كيلو متر ، بالتالي أي خطأ في أي مرحلة يعني أن,755770,762580,0.99
00172.wav,ثمانية لحظات غيّرت 2022.mp3,769.66,776.92,نجحت كل خطوة بتركيبه وتجهيزه، اللي سواها بنفسه بدون أي اتصال مع الأرض ، في 11 يوليو,769660,776920,0.98
00173.wav,ثمانية لحظات غيّرت 2022.mp3,776.92,783.91,أرسل أول خمس صور صورها ، هذه الصور اللي كان بعضها كأنه رسمة خيالية وإبداعية للفضاء، غيّرت,776920,783910,0.99
00175.wav,ثمانية لحظات غيّرت 2022.mp3,814.35,822.29,ألمانيا أولاف شولتس بعدها. اللي تجي زيارتهم بعد مشاكل الطاقة اللي تواجهها أوربا هالسنة . لكن زيارة بايدن للرياض كانت من أهم تطورات العلاقة,814350,822290,0.99
00177.wav,ثمانية لحظات غيّرت 2022.mp3,829.94,837.83,الهجومية بحرب اليمن. بالإضافة لتصريحات بايدن نفسه في 2019 اللي قال فيها أنه بيسعى لتحويل السعودية لدولة منبوذة . ورغم هالتصريح، في,829940,837830,1.0
00178.wav,ثمانية لحظات غيّرت 2022.mp3,837.83,845.54,وسط يوليو ، وصل بايدن لجدة والتقى بالملك سلمان ، ثم عقد جلسة مباحثات مطوّلة مع الأمير محمد بن سلمان . وحسب المحللين مثّلت,837830,845540,0.98
00180.wav,ثمانية لحظات غيّرت 2022.mp3,854.0,859.49,خلال ثلاثة أيام ثلاث قمم مع الصين. الأولى مع السعودية والثانية مع دول الخليج والثالثة مع الدول العربية .,854000,859490,0.99
00182.wav,ثمانية لحظات غيّرت 2022.mp3,880.1,889.19,بعدهم ، وقّعت السعودية على اتفاقية للتعاون مع الصين في مشروعها العالمي للبنية التحتية ، الحزام والطريق ، اللي تستثمر فيه الصين الحين أكثر من ترليون دولار ، بالإضافة,880100,889190,0.99
00183.wav,ثمانية لحظات غيّرت 2022.mp3,889.19,898.01,لاتفاقيات ثانية تجارية وعسكرية وغيرها بأكثر من 65 مليار دولار ، ومثل ها لتعاون مع أكثر من دولة حول العالم . يجي بعد تصريح الأمير محمد بن سلمان أن,889190,898010,0.99
00186.wav,ثمانية لحظات غيّرت 2022.mp3,910.91,919.19,بعد مشاكل سلاسل الإمداد بسبة إجراءات مواجهة كورونا، أو حتى القوانين اللي أقّرها الكونقرس وطبعت أكثر من 13 تريليون دولار,910910,919190,0.99
00187.wav,ثمانية لحظات غيّرت 2022.mp3,919.19,926.73,. ولما بدت السنة زاد سبب جديد للتضخم بعد الحرب في أوكرانيا. في نص 2022 معدل ارتفاع الأسعار,919190,926730,0.99
00188.wav,ثمانية لحظات غيّرت 2022.mp3,926.81,934.25,بأمريكا وصل لـ 9.1% اللي هي النسبة الأعلى من 40 سنة . موجات التضخم هذي شملت,926810,934250,0.99
00190.wav,ثمانية لحظات غيّرت 2022.mp3,946.88,959.39,أما في السعودية فكان المعدل أقل بكثير بين 2% إلى 3% في أغلب السنة . وهذا الشي بحسب صندوق النقد الدولي صار لأكثر من سبب مثل وجود سقف لسعر البنزين والدعم المخصّص لبعض السلع .,946880,959390,0.99
00194.wav,ثمانية لحظات غيّرت 2022.mp3,1003.26,1017.9,مبهر لكل اللي اس تخدموه. يعني مثلًا تقدر تطلب منه يشرح لك معلومة أو فكرة معيّنة . كنت ممكن تحتاج أكثر من بحث بقوقل يستغرق ربع ساعة أو أكثر من القراية بس عشان توصل للي تشات جي بي تي يعطيك إياه بثواني. أو حتى ممكن تطلب منه يكتب لك كود لأي برنامج بسيط ببالك,1003260,1017900,0.99
00195.wav,ثمانية لحظات غيّرت 2022.mp3,1017.9,1032.78,ويسويه لك . وبالنسبة للطلاب فقدروا يستخدمونه في كتابة بحث عن موضوع معين يختارونه، ويكون اللي كتبه مو شي جديد ومو منسوخ من عمل ثاني، وخلال خمسة أيام بس من إطلاقه سجل فيه فوق المليون شخص . وقالت أوبن آي أنها تتوقع أن تشات جي بي تي يدخل لها في 2024,1017900,1032780,0.99
00198.wav,ثمانية لحظات غيّرت 2022.mp3,1069.39,1078.18,اللي بعدها فازت تونس على بطل النسخة اللي قبلها. وتجاوزت المغرب بلجيكا ثم أسبانيا ثم البرتغال ، وصارت أول منتخب عربي,1069390,1078180,0.99
00199.wav,ثمانية لحظات غيّرت 2022.mp3,1085.23,1090.15,غير أنهم لعبوت لأول مرة في الشتاء . المباريات اللي ماحد توقّع نتايجها لأن هذي,1085230,1090150,0.99
00200.wav,ثمانية لحظات غيّرت 2022.mp3,1090.15,1094.86,النسخة اختلفت عن النسخ اللي قبل ب أكثر من شي ثاني. مثلا عدد الأهداف لهذي,1090150,1094860,0.99
00201.wav,ثمانية لحظات غيّرت 2022.mp3,1094.86,1099.69,النسخة اللي كان 172 هدف هو الأعلى بتاريخ كأس العالم. في الدوري الـ 16,1094860,1099690,1.0
00202.wav,ثمانية لحظات غيّرت 2022.mp3,1100.26,1105.18,اجتمع لأول مرة منتخبات من كل القارات، ومن هذي الـ 16 منتخب غير كوريا ا,1100260,1105180,1.0
00204.wav,ثمانية لحظات غيّرت 2022.mp3,1110.4,1115.29,النسخة مجموع عدد الحضور بالملاعب لكل المباريات وصل لـ 3 مليون,1110400,1115290,0.99
00206.wav,ثمانية لحظات غيّرت 2022.mp3,1120.57,1125.04,والبرازيل في 2014. و في دور المجموعات كانوا، حسب الفيفا،,1120570,1125040,0.99
00207.wav,ثمانية لحظات غيّرت 2022.mp3,1141.29,1144.32,البطولة اللي انتظرته الأرجنتين من 36 سنة,1141290,1144320,0.99
00210.wav,نيزك يفجر جليد بالمريخ.mp3,1.08,4.4,شفتي ميسم آخر الأشياء اللي صارت بتويتر لما إيلون ماسك شراه,1080,4400,0.98
00211.wav,نيزك يفجر جليد بالمريخ.mp3,10.08,21.06,أتوقع أ نه الفترة ذيك للناس اللي منتبهين جالسين بتويتر و يمكن أغلب الناس اللي ما كانوا راضين عن تويتر اللي قبل فيصيرون كذا فرحانين بأنه إيلون ماسك بيشتريه وبيغير فيه أشياء كثير بس أحس,10080,21060,0.87
00212.wav,نيزك يفجر جليد بالمريخ.mp3,21.06,31.62,بعد يبغى لنا نأخذ الصورة من بعيد ونفكر أنه صا ر فيه شيئين أول شيء صار فيه منصات كبيرة ومؤثرة زي تويتر تقدر تغير في الإنتخابات في أمريكا أو تغير تفكير و توجهات,21060,31620,0.82
00214.wav,نيزك يفجر جليد بالمريخ.mp3,45.08,48.92,هذا بودكاست الفجر من ثمانية بودكاست فجر كل يوم نسرد,45080,48920,1.0
00216.wav,نيزك يفجر جليد بالمريخ.mp3,56.69,61.7,خبرنا الأول عن ناسا اللي نشرت صورة لحفرة ضخمة بسبب سقوط نيزك على المريخ,56690,61700,0.99
00218.wav,نيزك يفجر جليد بالمريخ.mp3,73.35,84.93,نشرت ناسا هذا الأسبوع صورة حديثة لحفرة ضخمة سببها سقوط نيزك على المريخ، واللي هو أقرب كوكب للأرض وظهرت في الصورة كتلة من,73350,84930,0.98
00221.wav,نيزك يفجر جليد بالمريخ.mp3,108.48,120.51,اللي دخلت الخدمة قبل ستة عشر سنة والمتخصصة في مراقبة المريخ العلماء اللي يدرسون المريخ أعتبروا هذه الصور إكتشاف عظيم لأنها تقدم معلومات تسجل للمرة الأولى على الإطلاق ، فسقوط,108480,120510,0.99
00223.wav,نيزك يفجر جليد بالمريخ.mp3,132.21,144.24,المسبار إنسايت الموجود في الموقع الفضائي ، وصلوا العلماء في ناسا لمصدر هذا الزلزال المريخي اللي سجلته أجهزة الإستشعار السنة الماضية ونشرت صوره هالإسبوع للمرة الأولى ، لكن ليش هذه,132210,144240,0.99
00224.wav,نيزك يفجر جليد بالمريخ.mp3,144.24,156.48,الحادثة مختلفة و وش أثرها على مستقبل دراسة المريخ ؟ و ليش هذه الضربة تعتبر مختلفة ؟ الباحثين يقولون أ نه تأثير هذا النيزك ممكن يكون محدود للغاية في حال ضرب الغلاف الجوي للأرض ، فهذا,144240,156480,0.99
00225.wav,نيزك يفجر جليد بالمريخ.mp3,156.48,160.62,النوع من النيازك ممكن يحترق بمجرد دخوله للمجال الجوي للأرض,156480,160620,0.7
00226.wav,نيزك يفجر جليد بالمريخ.mp3,160.62,173.4,لكن بالنسبة للمريخ اللي يتمتع بغلاف جوي رقيق فيعتبر الأمر مختلف النيزك اللي سقط مؤخرًا بالمريخ تسبب في حفرة كبيرة وبعض المواد اللي انفجرت من الحفرة سقطت على بعد سبعة وثلاثين,160620,173400,0.98
00227.wav,نيزك يفجر جليد بالمريخ.mp3,173.4,186.36,كيلومتر هذه الضربة كانت لها عدة نتائج وتأثيرات منها صورة الحفرة الضخمة اللي خلفتها الضربة واللي تقع بالقرب من منطقة حارة في المريخ و تشبه حرارة خط الاستواء هذا إثبات يجعلها واحدة من أكبر,173400,186360,0.97
00228.wav,نيزك يفجر جليد بالمريخ.mp3,186.36,199.23,الحفر في نظامنا الشمسي على الإطلاق ، بالرغم أنه المريخ مليء بالحفر الهائلة ، لكنها أقدم بكثير من أي مهمة لإستكشاف الكوكب الأحمر وهذا يجعل هذه الحادثة استثنائية كونها سجلت تحت مراقبة من,186360,199230,0.99
